year,emissions_kg_per_s,region,MtCO2_per_year
1850,2349.4080054039837,usa,74.09093085842002
1851,7895.78692946188,usa,249.00153660750985
1852,8240.774829413038,usa,259.88107502036956
1853,8461.728714574956,usa,266.8490767428358
1854,8769.438943910076,usa,276.55302653514815
1855,9079.146515566727,usa,286.3199645149123
1856,9144.444274471434,usa,288.37919463973117
1857,9481.78061891538,usa,299.0174335981154
1858,9746.194702434239,usa,307.35599613596617
1859,9759.625687528778,usa,307.77955568190754
1860,9972.748616688372,usa,314.5006003758845
1861,6988.983118189525,usa,220.40457161522485
1862,7027.9774097093905,usa,221.63429559259535
1863,7360.183095329016,usa,232.11073409429588
1864,7107.225919042627,usa,224.1334765829283
1865,7574.660129800941,usa,238.87448185340247
1866,7327.615662549401,usa,231.08368753415792
1867,7220.050558069898,usa,227.6915143992923
1868,7571.172243429351,usa,238.764487868788
1869,7531.090084652788,usa,237.5004569096103
1870,7625.813354869497,usa,240.48764995916446
1871,17455.53130201591,usa,550.4776351403736
1872,17788.85706875661,usa,560.9893965203084
1873,18333.954523150325,usa,578.1795898420686
1874,18379.59809158157,usa,579.6190054161165
1875,19441.701674253487,usa,613.1135039992579
1876,18892.837397860134,usa,595.8045201789172
1877,19402.795647231465,usa,611.8865635310915
1878,20178.72072146151,usa,636.3561366720102
1879,20276.735202255284,usa,639.4471213383226
1880,20939.61522216338,usa,660.3517056461443
1881,15545.700684367805,usa,490.2492167822231
1882,16124.632513216433,usa,508.50641093679343
1883,16115.912604585588,usa,508.23141989821113
1884,16389.309575164658,usa,516.8532667623926
1885,16070.125795570522,usa,506.787487089112
1886,18083.73360227607,usa,570.288622881378
1887,17398.868938919066,usa,548.6907308577516
1888,17806.78495274379,usa,561.5547702697281
1889,18588.642621216382,usa,586.2114337026798
1890,18515.507623767786,usa,583.9050484231409
1891,26080.073743564353,usa,822.4612055770455
1892,25962.007959774473,usa,818.7378830194477
1893,27020.836103734695,usa,852.1290873673773
1894,27107.278253585737,usa,854.8551270050798
1895,28038.285334869182,usa,884.2153663204346
1896,28113.234264842653,usa,886.5789557760779
1897,28355.396681213446,usa,894.2157897387472
1898,28656.427525495874,usa,903.7090984440379
1899,28399.59891782633,usa,895.6097514725711
1900,29505.74171108499,usa,930.4930706007763
1901,22251.779626362983,usa,701.732122296983
1902,22294.920615492218,usa,703.0926165301626
1903,22643.03800669075,usa,714.0708465789995
1904,22201.68539653928,usa,700.1523506652627
1905,22211.007298246284,usa,700.4463261574949
1906,23650.731780737464,usa,745.8494774373366
1907,24108.079339643766,usa,760.2723900550058
1908,23250.100258429797,usa,733.2151617498421
1909,24600.794551950556,usa,775.8106569903127
1910,24389.324853095855,usa,769.1417485672308
1911,22562.285517876324,usa,711.5242360917478
1912,22639.65696744493,usa,713.9642221253434
1913,22541.187608345947,usa,710.8588924167977
1914,22307.852157877747,usa,703.5004256508327
1915,22377.06278698778,usa,705.6830520504467
1916,22230.322938443293,usa,701.0554641867477
1917,22777.12890681501,usa,718.2995372053182
1918,22455.826752857818,usa,708.1669524781241
1919,22934.512589847127,usa,723.2627890334189
1920,22693.069192875948,usa,715.6486300665359
1921,24377.71085557622,usa,768.7754895414516
1922,25521.360015029164,usa,804.8416094339597
1923,25639.252984410294,usa,808.559482116363
1924,26087.08571640866,usa,822.6823351526634
1925,26640.98138062333,usa,840.1499888193373
1926,25791.609922938867,usa,813.3642105298002
1927,26197.330151502785,usa,826.1590036577919
1928,26839.64802495205,usa,846.4151401148878
1929,27753.100759134646,usa,875.2217855400702
1930,26449.243902757047,usa,834.1033557173462
1931,25666.67408749016,usa,809.4242340230896
1932,25172.549356188218,usa,793.8415164967516
1933,25445.728113620586,usa,802.4564817911388
1934,25208.888499305485,usa,794.9875077140978
1935,25464.663752650493,usa,803.053636103586
1936,25471.695426590868,usa,803.2753869729696
1937,25825.254496887577,usa,814.4252258138466
1938,25701.633463203183,usa,810.5267128955755
1939,26474.700476749294,usa,834.9061542347657
1940,24890.28762575833,usa,784.9401105659147
1941,26255.696587968618,usa,827.9996475981784
1942,26050.456648940202,usa,821.5272008809783
1943,26361.02035710076,usa,831.3211379815295
1944,27083.634970270014,usa,854.1095124224352
1945,27452.38156293065,usa,865.7383049685809
1946,28631.475444409753,usa,902.922209614906
1947,27526.2388020038,usa,868.0674668599919
1948,26586.44813843379,usa,838.430228493648
1949,28072.56194690817,usa,885.2963135576961
1950,27319.99773157822,usa,861.5634484630508
1951,23610.504513027583,usa,744.5808703228379
1952,24466.119871225368,usa,771.5635562589632
1953,25194.453079346928,usa,794.5322723102846
1954,24321.517350334983,usa,767.0033711601641
1955,26334.34395266663,usa,830.4798708912948
1956,25850.72974651871,usa,815.2286132862141
1957,25970.029579118152,usa,818.99085280707
1958,26422.06940929581,usa,833.2463808915527
1959,26625.88301099365,usa,839.6738466346958
1960,26480.570706382292,usa,835.0912777964719
1961,26134.144324506666,usa,824.1663754176423
1962,25781.13317705372,usa,813.0338158715662
1963,26361.07088944696,usa,831.3227315695993
1964,26600.390264121615,usa,838.8699073693392
1965,27419.37003713303,usa,864.6972534910273
1966,27568.309724134644,usa,869.3942154603102
1967,27052.467844290182,usa,853.1266259375352
1968,27087.757337239902,usa,854.2395153871975
1969,29095.27568710414,usa,917.5486140685161
1970,28392.961911170383,usa,895.4004468306692
1971,29015.22937426719,usa,915.0242735468902
1972,28723.638104540092,usa,905.8286512647763
1973,29730.223124784254,usa,937.5723164631962
1974,29865.486162785237,usa,941.8379716295952
1975,29826.91926427814,usa,940.6217259182755
1976,29620.801378568012,usa,934.1215922745208
1977,30224.241416715722,usa,953.151677317547
1978,29860.35409255288,usa,941.6761266627476
1979,30717.437128072284,usa,968.7050972708876
1980,30768.987949396524,usa,970.3308039721688
1981,31057.602191759852,usa,979.4325427193387
1982,31263.396380222144,usa,985.9224682466855
1983,28932.835594597975,usa,912.4259033112417
1984,31379.112766600676,usa,989.5717002075189
1985,32764.984827499473,usa,1033.2765615200235
1986,31747.97845355917,usa,1001.204248511442
1987,31385.514788761127,usa,989.773594378371
1988,33773.07746007728,usa,1065.067770780997
1989,30496.251618152473,usa,961.7297910300564
1990,31249.65214424145,usa,985.4890300207984
1991,32837.7195186527,usa,1035.5703227402316
1992,34460.19825706082,usa,1086.7368122346702
1993,33253.358225744465,usa,1048.6779050070775
1994,32371.060302782596,usa,1020.853757708552
1995,32246.049979472115,usa,1016.9114321526325
1996,32947.6390589585,usa,1039.0367453633153
1997,33897.301956486575,usa,1068.9853144997605
1998,34059.86535391264,usa,1074.111913800989
1999,30956.713692515845,usa,976.2509230071797
2000,34016.494720587776,usa,1072.744177508456
2001,32437.396491905314,usa,1022.945735768726
2002,31899.18405042555,usa,1005.9726682142201
2003,32439.13047622051,usa,1023.0004186980901
2004,32024.740735807598,usa,1009.9322238444284
2005,32823.37974260467,usa,1035.118103562781
2006,31784.033868439958,usa,1002.3412920751225
2007,32781.88127776465,usa,1033.809407975586
2008,32088.533417285293,usa,1011.943989847509
2009,32742.77481277258,usa,1032.576146495596
2010,29847.039430330246,usa,941.2562354748947
2011,31296.659067730314,usa,986.9714403599432
2012,35553.95309977345,usa,1121.2294649544554
2013,31549.130971007897,usa,994.9333943017051
2014,34592.298347005744,usa,1090.902720671173
1850,11.921544477351508,canada,0.3759578266377572
1851,118.2049120091923,canada,3.727710105121888
1852,119.23423540438633,canada,3.760170847712727
1853,123.01010530814112,canada,3.8792466809975386
1854,121.04080383625997,canada,3.8171427897802945
1855,133.73306830545792,canada,4.217406042080921
1856,128.0832892125923,canada,4.039234608608311
1857,134.626054948808,canada,4.245567268865608
1858,136.22120501166953,canada,4.295871921248009
1859,148.83422073493617,canada,4.693635985096947
1860,146.7426356435885,canada,4.627675757656207
1861,199.58330086177764,canada,6.294058975977021
1862,198.75515996621883,canada,6.267942724694677
1863,201.90036591167612,canada,6.367129939390618
1864,201.39078779208106,canada,6.351059883811068
1865,215.78565065975613,canada,6.805016279206069
1866,209.45701660641762,canada,6.605436475699986
1867,210.36619051638652,canada,6.6341081841247656
1868,228.96599070824962,canada,7.2206714829753595
1869,221.8698510245215,canada,6.996887621909309
1870,246.33582555128973,canada,7.768446594585473
1871,198.22395307424142,canada,6.251190584149278
1872,202.55852557320182,canada,6.387885662476493
1873,205.43436890120984,canada,6.478578257668554
1874,221.13328147786228,canada,6.973659164685865
1875,207.65794172994708,canada,6.548700850395611
1876,221.89081839008392,canada,6.997548848749687
1877,218.2078125411721,canada,6.881401576298404
1878,245.00462221776604,canada,7.72646576625947
1879,228.34544782385345,canada,7.201102042573042
1880,239.09204310895257,canada,7.540006671483928
1881,357.9961714760327,canada,11.289767263668168
1882,375.32498570801596,canada,11.836248749287991
1883,381.72870548983184,canada,12.038196456327338
1884,401.8024841755835,canada,12.671243140961202
1885,407.7334571320618,canada,12.8582823041167
1886,415.39768266473567,canada,13.099981320515104
1887,409.7710887173855,canada,12.92254105379147
1888,429.55513155475575,canada,13.546450628710778
1889,450.86668574916393,canada,14.218531801785634
1890,428.06572444927195,canada,13.499480686232241
1891,480.776254684416,canada,15.161759967727743
1892,492.89302210574806,canada,15.543874345126872
1893,484.8070247021783,canada,15.288874331007895
1894,490.08941263392495,canada,15.455459716823457
1895,517.3024432476719,canada,16.31364985025858
1896,535.1334798867545,canada,16.87596942170869
1897,565.1224516046178,canada,17.821701633803226
1898,572.5409923289412,canada,18.05565273408549
1899,576.5602452873437,canada,18.182403895381672
1900,588.3102631334973,canada,18.55295245817797
1901,1928.7633162845466,canada,60.82547994234947
1902,2000.4411546396143,canada,63.08591225271488
1903,2079.4854465604967,canada,65.57865304273183
1904,2116.9165483279457,canada,66.7590802680701
1905,2176.0674159449904,canada,68.62446202924122
1906,2251.923319442871,canada,71.01665380195038
1907,2280.51347595051,canada,71.91827297757528
1908,2282.1033246627258,canada,71.96841044656372
1909,2462.036984851831,canada,77.64279835428735
1910,2504.603885687411,canada,78.98518813903819
1911,2873.226031592747,canada,90.61005613230887
1912,2966.0214245432294,canada,93.53645164439529
1913,3044.8324053718247,canada,96.02183473580587
1914,3038.031758853261,canada,95.80736954719644
1915,3309.1299048136193,canada,104.35672067820231
1916,3259.9339214283114,canada,102.80527614616322
1917,3314.902864306578,canada,104.53877672877225
1918,3413.4894236725145,canada,107.64780246493642
1919,3433.8120233043937,canada,108.28869596692736
1920,3499.9857691525285,canada,110.37555121599414
1921,2694.884379462764,canada,84.98587379073773
1922,2866.176104287842,canada,90.38772962482138
1923,2740.716529188066,canada,86.43123646447485
1924,2730.5971808757295,canada,86.112112696097
1925,2843.1947650893594,canada,89.66299011185804
1926,2788.6812137784286,canada,87.94385075771652
1927,2944.0657103097387,canada,92.84405624032793
1928,2830.8599428821467,canada,89.27399915873139
1929,2914.692855889108,canada,91.91775390331891
1930,2969.675210361656,canada,93.65167743396518
1931,4379.083333954106,canada,138.0987720195767
1932,4504.010822885108,canada,142.03848531050477
1933,4660.230278110658,canada,146.9650220504977
1934,4702.066811739857,canada,148.28437897502815
1935,4952.018221202117,canada,156.16684662382997
1936,4845.766039056757,canada,152.8160778076939
1937,5074.884551224293,canada,160.0415592074093
1938,5072.492871148354,canada,159.96613518453452
1939,5160.9182682687615,canada,162.75471850812366
1940,4786.6858233082385,canada,150.9529241238486
1941,4704.835672256515,canada,148.37169776028145
1942,4873.735457475935,canada,153.69812138696108
1943,5017.033801282596,canada,158.21717795724797
1944,4979.527368170414,canada,157.03437508262215
1945,5099.463484448844,canada,160.81668044557873
1946,5206.08910634497,canada,164.179226057695
1947,5385.268968733649,canada,169.82984219798433
1948,5093.507135246586,canada,160.62884101713632
1949,5097.2008478623175,canada,160.74532593818603
1950,5750.229442353132,canada,181.33923569404837
1951,5673.596309094704,canada,178.92253320361058
1952,5616.807020592097,canada,177.13162620139235
1953,5475.633720186706,canada,172.679584999808
1954,5655.242647196483,canada,178.34373212198827
1955,5662.664542412406,canada,178.57778900951763
1956,6043.381084115841,canada,190.58406586867716
1957,5187.0555716952895,canada,163.57898450898264
1958,6321.172741958304,canada,199.34450359039707
1959,5977.835897734621,canada,188.51703287095899
1960,5678.133461176908,canada,179.06561683167496
1961,3973.597982208709,canada,125.31138596693384
1962,4151.26513002023,canada,130.91429714031796
1963,3578.716777350008,canada,112.85841229050986
1964,3877.691235947356,canada,122.28687081683582
1965,3604.3631732942945,canada,113.66719703300886
1966,3762.368672746715,canada,118.65005846374042
1967,3903.9505392474384,canada,123.11498420570722
1968,4095.523801654713,canada,129.15643860898302
1969,3840.349343667937,canada,121.10925690191206
1970,3687.0128478854253,canada,116.27363717091478
1971,3858.8450494718286,canada,121.69253748014359
1972,3549.911894987314,canada,111.95002152031994
1973,4516.3700197141325,canada,142.4282449417049
1974,4160.741411673568,canada,131.21314115853764
1975,4236.078044102755,canada,133.58895719882446
1976,4100.635447717871,canada,129.3176394792308
1977,4111.615128977904,canada,129.66389470744718
1978,3720.3021816931173,canada,117.32344960187415
1979,4875.7402967541375,canada,153.7613459984385
1980,4443.235385347176,canada,140.12187111230853
1981,4150.735777073515,canada,130.89760346579038
1982,4211.403578075843,canada,132.8108232381998
1983,4574.763878442496,canada,144.26975367056255
1984,4619.099789092451,canada,145.66793094881953
1985,4830.915370677354,canada,152.34774712968104
1986,4342.62597681757,canada,136.94905280491886
1987,4411.720296260041,canada,139.12801126285666
1988,5379.642846928028,canada,169.6524168207223
1989,4700.744509333782,canada,148.24267884635015
1990,4588.38982173721,canada,144.69946141830465
1991,4047.525302464908,canada,127.64275793853332
1992,5170.351839265263,canada,163.05221560306933
1993,4829.0852513548,canada,152.29003248672498
1994,4613.978711378592,canada,145.50643264203526
1995,5024.327514490425,canada,158.44719249697002
1996,4363.268938277658,canada,137.60004923752422
1997,5378.535981868339,canada,169.61751072419995
1998,4967.177285144601,canada,156.64490286432013
1999,5169.025354215187,canada,163.0103835705301
2000,5253.238258312661,canada,165.66612171414806
2001,4913.022584636586,canada,154.93708022909937
2002,5305.014879656974,canada,167.29894924486234
2003,5419.972928342034,canada,170.92426626819437
2004,5221.932317156902,canada,164.67885755386007
2005,5601.05616222367,canada,176.63490713188565
2006,5396.579414086827,canada,170.18652840264215
2007,5769.596128650446,canada,181.9499835131205
2008,5214.311598431655,canada,164.43853056814066
2009,5458.667381427032,canada,172.14453454068286
2010,4004.539258770635,canada,126.28715006459075
2011,4276.345056536163,canada,134.85881770292443
2012,8139.793270293914,canada,256.6965205719889
2013,5267.997109422574,canada,166.1315568427503
2014,5356.56531258575,canada,168.9246436977042
1850,360.4668027870793,uk,11.367681092693333
1851,385.4999143579773,uk,12.15712529919317
1852,390.90113959886327,uk,12.327458338389752
1853,404.92480743883806,uk,12.769708727391198
1854,361.47558538715515,uk,11.399494060769324
1855,354.9706976155121,uk,11.19435592000279
1856,396.7078829479371,uk,12.510579796646145
1857,382.38997431092815,uk,12.059050229869431
1858,410.3638810307361,uk,12.941235352185293
1859,360.59820898661945,uk,11.371825118602032
1860,373.8591006495026,uk,11.790020598082714
1861,792.2166792394293,uk,24.98334519649464
1862,819.5749160701234,uk,25.846114553187412
1863,808.9282388433027,uk,25.510360940162393
1864,798.6009516398707,uk,25.184679610914962
1865,860.7247184045777,uk,27.143814719606763
1866,761.5314362053927,uk,24.015655372173264
1867,766.0240684647364,uk,24.15733502310393
1868,835.7879643562093,uk,26.357409243937415
1869,816.2141610539412,uk,25.74012978299709
1870,772.8552512810828,uk,24.372763204400226
1871,650.4151005285281,uk,20.51149061026766
1872,677.018004693848,uk,21.35043979602519
1873,619.6757752551115,uk,19.542095248445193
1874,645.5153461138053,uk,20.356971955044965
1875,639.3250571833238,uk,20.161755003333298
1876,748.8230579053155,uk,23.61488395410203
1877,816.8715902933249,uk,25.76086247149029
1878,822.3152191254003,uk,25.932532750338623
1879,793.3586471188697,uk,25.019358295540677
1880,771.5997458463899,uk,24.33316958501175
1881,742.156992100758,uk,23.404662902889502
1882,780.0248212808468,uk,24.598862763912784
1883,770.627091495267,uk,24.30249595739474
1884,822.6045683111291,uk,25.94165766625977
1885,806.554128732991,uk,25.4354910037236
1886,799.6797553763753,uk,25.21870076554937
1887,815.8402473214368,uk,25.728338039528833
1888,764.2831577225725,uk,24.102433661939045
1889,745.9728547006033,uk,23.524999945838225
1890,760.1899051947867,uk,23.973348850222795
1891,732.2880816927754,uk,23.093436944263367
1892,743.4369463564526,uk,23.44502754029709
1893,781.8026306448972,uk,24.65492776001748
1894,766.2499854077322,uk,24.164459539818242
1895,895.4589728168888,uk,28.239194166753407
1896,899.542234610215,uk,28.36796391066774
1897,904.4019676151621,uk,28.521220450711755
1898,926.6156623367332,uk,29.221751527451218
1899,863.4270181491606,uk,27.229034444351928
1900,867.0079832027445,uk,27.34196375828175
1901,792.1004644295859,uk,24.979680246251423
1902,890.5084105094799,uk,28.08307323382696
1903,845.6249105270537,uk,26.667627178381164
1904,917.9448206712251,uk,28.948307864687756
1905,829.5809628489045,uk,26.161665244403054
1906,835.104611828026,uk,26.33585903860863
1907,770.0518686925503,uk,24.28435573108827
1908,861.1348694864981,uk,27.156749244126207
1909,904.1726021047613,uk,28.51398717997575
1910,939.0411458838611,uk,29.613601576593446
1911,661.0907686297627,uk,20.848158479508196
1912,670.9033895521828,uk,21.157609292917638
1913,664.3249543143556,uk,20.95015175925752
1914,678.2166464707416,uk,21.388240163101308
1915,642.5683942178537,uk,20.264036880054235
1916,663.1803484919304,uk,20.914055470041518
1917,686.6808705524521,uk,21.65516793374213
1918,664.4870139720568,uk,20.955262472622785
1919,639.4248477168879,uk,20.164901997599777
1920,719.9782551674174,uk,22.705234254959674
1921,734.6871342519283,uk,23.169093465768814
1922,715.6993162708346,uk,22.570293637917043
1923,756.4663023837984,uk,23.855921311975468
1924,704.7764979287757,uk,22.22583163868187
1925,709.963284547391,uk,22.389402141486524
1926,720.3205448698654,uk,22.716028703016075
1927,701.1741150246272,uk,22.112226891416643
1928,705.3984516378337,uk,22.245445570850723
1929,685.8385605052812,uk,21.628604844094546
1930,622.6800175462628,uk,19.636837033338942
1931,652.3743222833269,uk,20.573276627526997
1932,665.9858949490666,uk,21.002531183113767
1933,637.8797015465306,uk,20.116174267971385
1934,699.2872410953736,uk,22.0527224351837
1935,690.2133853906304,uk,21.766569321678922
1936,694.4639950407563,uk,21.900616547605292
1937,632.6608987178092,uk,19.951594101964833
1938,671.769236955475,uk,21.184914656627857
1939,611.6573190068302,uk,19.289225212199398
1940,664.4750472742254,uk,20.954885090839973
1941,706.3728236728606,uk,22.276173367347333
1942,715.1239342884047,uk,22.552148391719133
1943,705.0219507563887,uk,22.233572239053473
1944,712.6498808154787,uk,22.474126641396936
1945,619.1451073311338,uk,19.525360104794636
1946,733.358144356037,uk,23.127182440411982
1947,738.8371440631837,uk,23.29996817517656
1948,721.1279943317523,uk,22.741492429246144
1949,677.8946432261063,uk,21.378085468778487
1950,730.8399015491838,uk,23.047767135255057
1951,798.142147424444,uk,25.170210761177266
1952,943.328815583413,uk,29.74881752823851
1953,926.6353054264582,uk,29.222370991928788
1954,973.2757996632114,uk,30.693225618179035
1955,961.1600977175591,uk,30.311144841620944
1956,1075.432959503312,uk,33.91485381089645
1957,1108.813032219287,uk,34.967527784067435
1958,1082.7778561643224,uk,34.14648247199808
1959,1141.9778774355702,uk,36.01341434280814
1960,1101.7547707882202,uk,34.74493845157731
1961,1192.3120818451803,uk,37.6007538130696
1962,1022.8764681798178,uk,32.25743230051874
1963,1221.7451706839577,uk,38.52895570268929
1964,1104.7788505179951,uk,34.840305829935495
1965,1294.480034985572,uk,40.822722383305
1966,1147.7817834164866,uk,36.19644632182232
1967,1223.023480637027,uk,38.569268485369285
1968,1262.7849867272914,uk,39.82318734143186
1969,1114.4547794779,uk,35.14544592561506
1970,1193.3850927644828,uk,37.63459228542073
1971,1109.022364439075,uk,34.97412928495067
1972,1283.571653229373,uk,40.47871565624151
1973,1221.7353332923096,uk,38.52864547070627
1974,996.3541395295374,uk,31.421024144203493
1975,1261.8403176233226,uk,39.793396256569096
1976,1274.6160226804375,uk,40.19629089125027
1977,1226.3908845827152,uk,38.67546293620051
1978,1071.3280500799067,uk,33.785401387319936
1979,1282.4738427053417,uk,40.444095103555654
1980,1253.3850387481018,uk,39.52675058196014
1981,1363.7149179713895,uk,43.00611365314574
1982,1299.5661168086206,uk,40.98311705967666
1983,1287.8768169297136,uk,40.61448329869545
1984,1268.094284382578,uk,39.990621352288976
1985,1102.301836392964,uk,34.76219071248852
1986,1247.5940175345388,uk,39.344124936969216
1987,1039.6094957034838,uk,32.785125056505066
1988,1303.0555403504277,uk,41.09315952049109
1989,1244.1477663623225,uk,39.23544396000221
1990,1348.2708045781053,uk,42.51906809317512
1991,1234.4253978338704,uk,38.928839346088935
1992,1198.8451217590675,uk,37.806779759793955
1993,1453.2172748520734,uk,45.82865997973499
1994,1248.919311275228,uk,39.385919400375585
1995,1133.561184697439,uk,35.747985520618435
1996,998.8050129176794,uk,31.498314887371937
1997,1282.3564853997902,uk,40.440394123567785
1998,1269.5721857999824,uk,40.037228451388245
1999,1153.681171780959,uk,36.38248943328433
2000,1258.2469966369854,uk,39.68007728594397
2001,1229.2294768535592,uk,38.76498078205384
2002,1204.996017745328,uk,38.00075441561666
2003,1126.1212874410703,uk,35.51336092074159
2004,1305.8797355732631,uk,41.18222334103843
2005,1267.5316286168093,uk,39.9728774400597
2006,1811.1815646455923,uk,57.117421822663395
2007,1289.1305091607758,uk,40.65401973689423
2008,1423.2622134061905,uk,44.883997161977625
2009,1328.715666256535,uk,41.90237725106609
2010,1415.2105851767794,uk,44.630081014134916
2011,1283.764361659061,uk,40.48479290928015
2012,1472.8970663587545,uk,46.44928188468968
2013,1377.1357966605417,uk,43.42935448348684
2014,1413.7052632853329,uk,44.58260918296625
1850,975.3220623252713,germany,30.757756557489756
1851,961.8559213166158,germany,30.33308833464079
1852,1102.5554376649532,germany,34.770188282201964
1853,1100.884920633768,germany,34.71750685710651
1854,957.5114215978683,germany,30.196080191510376
1855,948.1778235715169,germany,29.901735844151357
1856,1039.1817295295566,germany,32.771635022444094
1857,1194.6491579798585,germany,37.674455846052815
1858,1123.623723869847,germany,35.434597755959494
1859,1109.370149357498,germany,34.98509703013806
